account_id,account_name,industry,country,signup_date,referral_source,plan_tier,seats,is_trial,customer_status,tenure_days,tenure_months,total_subscriptions,active_subscriptions,churned_subscriptions,total_mrr,total_arr,mrr_per_seat,total_upgrades,total_downgrades,upgrade_rate,downgrade_rate,auto_renew_subscriptions,auto_renew_rate,usage_events,total_usage,total_duration_secs,total_errors,features_used,total_tickets,avg_resolution_hours,avg_first_response_minutes,avg_satisfaction,escalated_tickets,escalation_rate,total_churn_events,total_refund,reactivation_events,retention_priority_score,retention_priority,priority_reason
A-b179bf,Company_348,Cybersecurity,IN,2024-10-27,ads,Basic,43,False,Active,65,2.1,5,5,0,17931,215172,417.0,0,0,0.0,0.0,5,1.0,39,398,110855,18,23,6.0,24.666666666666668,94.33333333333333,4.0,0.0,0.0,3.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-098560,Company_349,DevTools,UK,2023-10-21,ads,Enterprise,1,False,Churned,437,14.4,11,10,1,12326,147912,12326.0,1,0,0.09090909090909091,0.0,8,0.7272727272727273,55,567,174302,32,32,2.0,28.0,100.0,3.0,1.0,0.5,2.0,34.35,0.0,4,Critical,Long Tenure + Support Escalation
A-82861f,Company_350,DevTools,UK,2024-04-25,organic,Basic,41,False,Active,250,8.2,10,7,3,43633,523596,1064.219512195122,0,0,0.0,0.0,8,0.8,50,462,130873,43,28,5.0,24.4,55.0,3.2,0.0,0.0,1.0,0.0,0.0,2,Priority,High Revenue
A-94c3cd,Company_351,FinTech,CA,2023-09-20,other,Enterprise,32,False,Active,468,15.4,6,6,0,9036,108432,282.375,0,0,0.0,0.0,4,0.6666666666666666,31,306,104197,18,18,4.0,44.75,116.5,3.5,1.0,0.25,0.0,0.0,0.0,4,Critical,Long Tenure + Support Escalation
A-a33200,Company_352,HealthTech,US,2024-09-15,partner,Basic,29,False,Active,107,3.5,12,11,1,28913,346956,997.0,1,0,0.08333333333333333,0.0,9,0.75,55,517,150997,26,33,3.0,36.333333333333336,88.33333333333333,4.5,0.0,0.0,1.0,21.61,0.0,2,Priority,High Revenue
A-034368,Company_353,EdTech,US,2023-11-05,event,Enterprise,19,False,Active,422,13.9,5,5,0,11194,134328,589.1578947368421,0,0,0.0,0.0,4,0.8,28,265,80423,25,20,5.0,41.2,91.8,4.0,0.0,0.0,1.0,0.0,0.0,2,Priority,Long Tenure
A-b54c01,Company_354,DevTools,US,2024-09-29,event,Enterprise,29,False,Active,93,3.1,4,4,0,3393,40716,117.0,0,0,0.0,0.0,3,0.75,23,226,64973,17,15,5.0,42.6,77.2,3.0,0.0,0.0,1.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-d82ef9,Company_355,EdTech,UK,2024-07-02,other,Basic,26,False,Churned,182,6.0,14,13,1,14327,171924,551.0384615384615,1,2,0.07142857142857142,0.14285714285714285,9,0.6428571428571429,68,679,194022,46,32,5.0,39.8,91.6,4.25,1.0,0.2,1.0,74.94,0.0,2,Priority,Support Escalation
A-bb2f49,Company_356,Cybersecurity,US,2023-05-28,other,Pro,8,False,Active,583,19.2,11,10,1,23990,287880,2998.75,2,1,0.18181818181818182,0.09090909090909091,10,0.9090909090909091,60,618,190070,42,31,3.0,22.333333333333332,102.33333333333333,4.0,0.0,0.0,0.0,0.0,0.0,2,Priority,Long Tenure
A-1f559b,Company_357,HealthTech,US,2023-09-04,organic,Enterprise,5,True,Churned,484,15.9,10,8,2,11756,141072,2351.2,0,1,0.0,0.1,6,0.6,40,400,117267,27,29,5.0,50.4,116.2,4.2,0.0,0.0,1.0,0.0,0.0,2,Priority,Long Tenure
A-5a215a,Company_358,EdTech,FR,2024-01-05,other,Enterprise,87,False,Active,361,11.9,18,12,6,130152,1561824,1496.0,2,0,0.1111111111111111,0.0,15,0.8333333333333334,80,807,271652,71,32,4.0,29.5,38.0,4.0,0.0,0.0,0.0,0.0,0.0,4,Critical,High Revenue + Long Tenure
A-3f9cc0,Company_359,HealthTech,US,2024-06-03,event,Basic,22,False,Active,211,6.9,7,7,0,19940,239280,906.3636363636364,1,2,0.14285714285714285,0.2857142857142857,5,0.7142857142857143,42,407,124321,24,25,5.0,34.8,112.6,4.5,1.0,0.2,3.0,0.0,1.0,2,Priority,Support Escalation
A-f9cc74,Company_360,DevTools,FR,2024-10-12,partner,Enterprise,30,True,Active,80,2.6,10,9,1,15557,186684,518.5666666666667,1,0,0.1,0.0,8,0.8,50,484,130826,22,30,6.0,49.833333333333336,118.33333333333333,4.0,0.0,0.0,0.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-ed510f,Company_361,Cybersecurity,IN,2023-01-17,partner,Basic,42,False,Active,714,23.5,10,9,1,36162,433944,861.0,2,0,0.2,0.0,7,0.7,49,493,160744,28,27,9.0,44.55555555555556,82.55555555555556,4.0,0.0,0.0,1.0,0.0,0.0,4,Critical,High Revenue + Long Tenure
A-5c9849,Company_362,EdTech,IN,2024-11-03,partner,Basic,19,False,Active,58,1.9,9,8,1,36755,441060,1934.4736842105262,2,0,0.2222222222222222,0.0,7,0.7777777777777778,46,473,151483,23,30,4.0,59.5,41.0,0.0,1.0,0.25,1.0,0.0,0.0,4,Critical,High Revenue + Support Escalation
A-a7bd4b,Company_363,Cybersecurity,US,2023-02-15,ads,Enterprise,5,False,Active,685,22.5,11,8,3,6268,75216,1253.6,2,0,0.18181818181818182,0.0,9,0.8181818181818182,55,576,166772,37,29,6.0,36.833333333333336,86.16666666666667,3.25,0.0,0.0,1.0,0.0,0.0,2,Priority,Long Tenure
A-d4ac0e,Company_364,DevTools,UK,2024-04-20,ads,Basic,18,False,Active,255,8.4,19,18,1,27557,330684,1530.9444444444443,3,0,0.15789473684210525,0.0,17,0.8947368421052632,80,793,245619,53,38,4.0,21.0,34.0,3.5,0.0,0.0,0.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-ffdfd5,Company_365,EdTech,US,2024-04-13,organic,Basic,3,False,Churned,262,8.6,10,9,1,14322,171864,4774.0,1,0,0.1,0.0,8,0.8,52,529,139609,28,29,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-0dbdc6,Company_366,Cybersecurity,DE,2023-02-12,other,Pro,30,False,Churned,688,22.6,9,9,0,28273,339276,942.4333333333333,0,0,0.0,0.0,8,0.8888888888888888,52,512,155107,31,32,4.0,47.0,95.25,5.0,0.0,0.0,2.0,175.02,0.0,2,Priority,Long Tenure
A-7cfe77,Company_367,DevTools,US,2024-07-10,ads,Pro,69,False,Active,174,5.7,5,5,0,12765,153180,185.0,1,1,0.2,0.2,5,1.0,19,205,57582,11,16,7.0,30.714285714285715,105.57142857142857,3.5,0.0,0.0,2.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-1f0636,Company_368,EdTech,AU,2024-01-01,partner,Pro,105,False,Active,365,12.0,11,10,1,94710,1136520,902.0,3,0,0.2727272727272727,0.0,9,0.8181818181818182,68,685,212120,30,32,2.0,38.5,75.0,3.5,0.0,0.0,0.0,0.0,0.0,4,Critical,High Revenue + Long Tenure
A-40de06,Company_369,Cybersecurity,US,2023-05-08,event,Enterprise,28,False,Churned,603,19.8,16,14,2,28862,346344,1030.7857142857142,2,1,0.125,0.0625,13,0.8125,91,902,267400,43,37,3.0,40.333333333333336,67.66666666666667,4.0,0.0,0.0,0.0,0.0,0.0,2,Priority,Long Tenure
A-cb5333,Company_370,DevTools,US,2024-03-26,ads,Pro,33,False,Active,280,9.2,16,15,1,26256,315072,795.6363636363636,0,1,0.0,0.0625,12,0.75,82,796,263767,34,36,4.0,30.75,85.75,3.0,0.0,0.0,1.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-309e54,Company_371,DevTools,US,2024-12-09,other,Pro,15,False,Active,22,0.7,11,10,1,28549,342588,1903.2666666666667,0,1,0.0,0.09090909090909091,11,1.0,52,509,168199,24,28,5.0,23.8,90.2,3.0,0.0,0.0,1.0,106.67,0.0,0,Monitor,No Major Risk Signal
A-6e7827,Company_372,DevTools,US,2023-03-26,other,Basic,1,False,Active,646,21.2,9,8,1,8344,100128,8344.0,3,0,0.3333333333333333,0.0,7,0.7777777777777778,41,419,123307,31,24,2.0,51.0,83.5,3.5,0.0,0.0,2.0,0.0,0.0,2,Priority,Long Tenure
A-50bb9f,Company_373,Cybersecurity,US,2024-07-12,organic,Pro,2,False,Active,172,5.7,8,7,1,17263,207156,8631.5,2,0,0.25,0.0,7,0.875,24,276,99328,15,18,7.0,33.285714285714285,74.71428571428571,4.0,0.0,0.0,2.0,0.0,1.0,0,Monitor,No Major Risk Signal
A-5fe118,Company_374,Cybersecurity,US,2024-11-07,other,Enterprise,39,False,Active,54,1.8,5,5,0,22290,267480,571.5384615384615,0,0,0.0,0.0,4,0.8,21,233,59902,12,14,1.0,19.0,26.0,4.0,0.0,0.0,1.0,114.86,0.0,0,Monitor,No Major Risk Signal
A-5247b3,Company_375,FinTech,UK,2024-03-12,partner,Pro,16,True,Active,294,9.7,11,10,1,11791,141492,736.9375,3,0,0.2727272727272727,0.0,10,0.9090909090909091,60,610,177212,29,32,5.0,45.8,96.6,4.0,0.0,0.0,2.0,28.84,0.0,0,Monitor,No Major Risk Signal
A-f44180,Company_376,Cybersecurity,UK,2023-02-13,event,Pro,9,False,Active,687,22.6,11,9,2,28788,345456,3198.6666666666665,0,0,0.0,0.0,8,0.7272727272727273,52,520,164121,22,27,2.0,46.5,123.0,5.0,0.0,0.0,1.0,38.15,0.0,2,Priority,Long Tenure
A-c16cf7,Company_377,EdTech,US,2024-10-16,event,Pro,13,True,Active,76,2.5,10,9,1,12274,147288,944.1538461538462,0,0,0.0,0.0,8,0.8,58,577,144846,26,33,3.0,48.333333333333336,111.66666666666667,3.5,0.0,0.0,2.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-d42431,Company_378,FinTech,FR,2024-06-09,ads,Enterprise,22,True,Active,205,6.7,9,8,1,21160,253920,961.8181818181819,1,1,0.1111111111111111,0.1111111111111111,7,0.7777777777777778,47,457,133864,34,26,4.0,24.25,119.5,4.0,0.0,0.0,2.0,17.42,0.0,0,Monitor,No Major Risk Signal
A-6965e1,Company_379,DevTools,US,2024-11-25,organic,Basic,13,False,Active,36,1.2,12,12,0,27765,333180,2135.769230769231,1,1,0.08333333333333333,0.08333333333333333,8,0.6666666666666666,59,627,188154,29,27,3.0,39.0,128.33333333333334,3.0,0.0,0.0,3.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-0354fe,Company_380,Cybersecurity,US,2024-10-22,other,Basic,34,False,Active,70,2.3,7,6,1,15470,185640,455.0,1,0,0.14285714285714285,0.0,5,0.7142857142857143,45,463,152435,30,28,4.0,20.0,69.25,4.0,0.0,0.0,2.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-0a62f5,Company_381,FinTech,UK,2024-09-11,partner,Pro,16,False,Active,111,3.6,4,4,0,4861,58332,303.8125,0,0,0.0,0.0,4,1.0,25,244,74890,7,20,2.0,33.5,105.0,0.0,0.0,0.0,5.0,156.45000000000002,0.0,0,Monitor,No Major Risk Signal
A-f5641b,Company_382,EdTech,US,2024-03-30,other,Pro,31,False,Active,276,9.1,10,9,1,39120,469440,1261.9354838709678,1,1,0.1,0.1,6,0.6,39,438,141649,18,27,4.0,47.5,98.0,3.0,1.0,0.25,2.0,0.0,0.0,4,Critical,High Revenue + Support Escalation
A-b44e3e,Company_383,Cybersecurity,UK,2024-02-12,ads,Basic,40,False,Active,323,10.6,7,6,1,43521,522252,1088.025,3,0,0.42857142857142855,0.0,6,0.8571428571428571,38,387,114913,13,20,3.0,40.0,75.33333333333333,4.333333333333333,0.0,0.0,1.0,0.0,0.0,4,Critical,High Revenue + Long Tenure
A-3b37d9,Company_384,FinTech,US,2023-01-27,event,Enterprise,23,False,Active,704,23.1,7,6,1,19435,233220,845.0,2,0,0.2857142857142857,0.0,6,0.8571428571428571,43,451,128119,21,26,5.0,36.0,89.8,4.5,0.0,0.0,2.0,0.0,0.0,2,Priority,Long Tenure
A-54d94a,Company_385,Cybersecurity,IN,2023-05-01,event,Basic,27,False,Active,610,20.0,11,10,1,12557,150684,465.0740740740741,1,1,0.09090909090909091,0.09090909090909091,10,0.9090909090909091,59,582,174162,28,30,4.0,53.75,82.75,3.5,0.0,0.0,0.0,0.0,0.0,2,Priority,Long Tenure
A-7f29a7,Company_386,Cybersecurity,UK,2024-09-18,event,Basic,41,True,Active,104,3.4,11,8,3,18860,226320,460.0,0,0,0.0,0.0,7,0.6363636363636364,62,619,177209,38,32,1.0,24.0,5.0,4.0,0.0,0.0,1.0,23.97,0.0,0,Monitor,No Major Risk Signal
A-089363,Company_387,FinTech,AU,2023-05-06,event,Basic,2,False,Active,605,19.9,14,12,2,21104,253248,10552.0,2,0,0.14285714285714285,0.0,8,0.5714285714285714,61,628,196491,33,30,3.0,35.0,91.33333333333333,3.6666666666666665,0.0,0.0,1.0,0.0,0.0,2,Priority,Long Tenure
A-524364,Company_388,DevTools,FR,2024-12-31,partner,Enterprise,3,False,Active,0,0.0,6,6,0,9552,114624,3184.0,0,0,0.0,0.0,6,1.0,26,237,72569,24,18,3.0,47.666666666666664,75.33333333333333,4.333333333333333,0.0,0.0,0.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-855a48,Company_389,EdTech,US,2023-12-22,partner,Pro,14,True,Active,375,12.3,8,8,0,30376,364512,2169.714285714286,0,1,0.0,0.125,3,0.375,44,448,145908,16,26,5.0,39.6,122.0,3.6666666666666665,0.0,0.0,1.0,7.92,0.0,4,Critical,High Revenue + Long Tenure
A-756192,Company_390,FinTech,IN,2023-06-11,other,Basic,19,False,Active,569,18.7,10,10,0,21400,256800,1126.3157894736842,1,0,0.1,0.0,8,0.8,64,617,183585,43,32,3.0,37.333333333333336,102.33333333333333,4.0,0.0,0.0,0.0,0.0,0.0,2,Priority,Long Tenure
A-49b828,Company_391,FinTech,IN,2023-05-05,ads,Pro,6,False,Active,606,19.9,14,14,0,31108,373296,5184.666666666667,2,0,0.14285714285714285,0.0,13,0.9285714285714286,65,687,187183,45,29,3.0,13.666666666666666,87.66666666666667,3.5,1.0,0.3333333333333333,0.0,0.0,0.0,6,Critical,High Revenue + Long Tenure + Support Escalation
A-c7ffc2,Company_392,Cybersecurity,US,2023-01-27,partner,Pro,30,True,Active,704,23.1,12,12,0,36112,433344,1203.7333333333333,3,0,0.25,0.0,9,0.75,62,640,200957,28,30,2.0,64.0,86.0,3.0,0.0,0.0,2.0,174.92,0.0,4,Critical,High Revenue + Long Tenure
A-751c58,Company_393,FinTech,UK,2024-07-18,organic,Basic,15,False,Active,166,5.5,11,11,0,19597,235164,1306.4666666666667,4,0,0.36363636363636365,0.0,9,0.8181818181818182,53,574,179405,12,31,5.0,39.6,130.0,4.333333333333333,0.0,0.0,3.0,64.22,1.0,0,Monitor,No Major Risk Signal
A-72799b,Company_394,DevTools,FR,2023-11-13,event,Enterprise,20,False,Churned,414,13.6,10,9,1,17315,207780,865.75,2,1,0.2,0.1,8,0.8,56,550,154998,34,31,2.0,33.5,80.0,4.5,1.0,0.5,1.0,0.0,0.0,4,Critical,Long Tenure + Support Escalation
A-812c5b,Company_395,DevTools,CA,2024-02-25,organic,Basic,55,False,Churned,310,10.2,13,13,0,29884,358608,543.3454545454546,0,0,0.0,0.0,12,0.9230769230769231,88,866,269595,46,33,4.0,27.0,88.25,4.0,0.0,0.0,1.0,11.83,0.0,2,Priority,High Revenue
A-69b156,Company_396,EdTech,US,2023-11-21,other,Pro,7,False,Churned,406,13.3,9,7,2,14293,171516,2041.857142857143,0,2,0.0,0.2222222222222222,7,0.7777777777777778,36,360,102483,20,24,7.0,32.0,100.57142857142857,4.0,0.0,0.0,0.0,0.0,0.0,2,Priority,Long Tenure
A-075038,Company_397,HealthTech,UK,2023-05-12,ads,Basic,17,False,Active,599,19.7,14,14,0,18909,226908,1112.2941176470588,1,0,0.07142857142857142,0.0,11,0.7857142857142857,70,743,198728,31,32,2.0,43.5,54.0,3.0,0.0,0.0,1.0,6.38,0.0,2,Priority,Long Tenure
A-940b8b,Company_398,HealthTech,DE,2024-03-19,organic,Basic,1,False,Active,287,9.4,8,8,0,9640,115680,9640.0,1,1,0.125,0.125,6,0.75,35,362,121184,32,23,3.0,41.333333333333336,89.33333333333333,4.0,0.0,0.0,0.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-2d1036,Company_399,FinTech,US,2024-06-14,ads,Pro,69,False,Churned,200,6.6,13,10,3,64653,775836,937.0,0,1,0.0,0.07692307692307693,10,0.7692307692307693,69,692,181335,40,31,5.0,37.8,49.0,4.6,1.0,0.2,2.0,39.09,1.0,4,Critical,High Revenue + Support Escalation
A-0f6450,Company_400,FinTech,US,2024-12-27,other,Pro,28,True,Churned,4,0.1,11,11,0,23800,285600,850.0,0,0,0.0,0.0,8,0.7272727272727273,54,539,174670,39,31,8.0,29.75,81.625,3.8333333333333335,1.0,0.125,2.0,0.0,0.0,2,Priority,Support Escalation
A-9affe6,Company_401,Cybersecurity,US,2023-03-22,other,Pro,7,False,Active,650,21.4,11,9,2,10636,127632,1519.4285714285713,2,0,0.18181818181818182,0.0,10,0.9090909090909091,47,473,144853,16,26,3.0,58.0,76.0,3.0,0.0,0.0,1.0,83.06,0.0,2,Priority,Long Tenure
A-80eeb6,Company_402,Cybersecurity,UK,2023-05-09,organic,Enterprise,22,False,Active,602,19.8,16,13,3,68489,821868,3113.1363636363635,4,1,0.25,0.0625,15,0.9375,76,725,221904,43,38,4.0,40.25,68.25,3.6666666666666665,1.0,0.25,2.0,0.0,0.0,6,Critical,High Revenue + Long Tenure + Support Escalation
A-d4e0d4,Company_403,FinTech,US,2024-10-18,other,Basic,117,False,Active,74,2.4,10,9,1,138060,1656720,1180.0,1,1,0.1,0.1,9,0.9,49,488,144771,33,30,4.0,39.25,76.25,4.0,0.0,0.0,0.0,0.0,0.0,2,Priority,High Revenue
A-c7e58b,Company_404,HealthTech,IN,2023-06-25,other,Pro,3,False,Active,555,18.2,7,7,0,5384,64608,1794.6666666666667,0,0,0.0,0.0,4,0.5714285714285714,34,343,105853,18,22,5.0,30.6,98.4,3.5,0.0,0.0,0.0,0.0,0.0,2,Priority,Long Tenure
A-016043,Company_405,EdTech,CA,2024-07-31,organic,Basic,4,True,Active,153,5.0,11,10,1,16516,198192,4129.0,3,0,0.2727272727272727,0.0,6,0.5454545454545454,47,490,132075,21,26,3.0,30.333333333333332,78.0,4.0,0.0,0.0,1.0,84.75,0.0,0,Monitor,No Major Risk Signal
A-bbe56f,Company_406,HealthTech,US,2023-02-16,ads,Enterprise,21,False,Active,684,22.5,5,5,0,6025,72300,286.9047619047619,1,0,0.2,0.0,5,1.0,22,232,60604,8,13,4.0,26.25,120.5,4.0,0.0,0.0,0.0,0.0,0.0,2,Priority,Long Tenure
A-7c5768,Company_407,HealthTech,UK,2024-03-02,event,Enterprise,3,False,Active,304,10.0,9,9,0,3389,40668,1129.6666666666667,0,0,0.0,0.0,8,0.8888888888888888,46,461,142276,31,27,5.0,28.8,96.4,4.0,0.0,0.0,0.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-751bd4,Company_408,Cybersecurity,UK,2024-07-12,partner,Pro,10,False,Active,172,5.7,2,2,0,190,2280,19.0,0,0,0.0,0.0,2,1.0,10,92,32629,0,9,6.0,23.166666666666668,112.0,4.25,1.0,0.16666666666666666,1.0,0.0,0.0,2,Priority,Support Escalation
A-4e0e85,Company_409,DevTools,US,2023-09-08,organic,Enterprise,6,False,Active,480,15.8,8,8,0,4544,54528,757.3333333333334,1,0,0.125,0.0,7,0.875,31,288,80419,9,20,2.0,53.0,119.5,5.0,0.0,0.0,2.0,0.0,0.0,2,Priority,Long Tenure
A-ad3abd,Company_410,FinTech,US,2023-03-03,event,Pro,44,False,Active,669,22.0,7,4,3,16896,202752,384.0,0,0,0.0,0.0,5,0.7142857142857143,29,296,94866,11,20,3.0,13.0,70.33333333333333,3.0,0.0,0.0,1.0,0.0,0.0,2,Priority,Long Tenure
A-e19ff6,Company_411,Cybersecurity,UK,2023-07-28,partner,Enterprise,1,False,Active,522,17.1,12,12,0,4910,58920,4910.0,1,0,0.08333333333333333,0.0,7,0.5833333333333334,45,456,144844,24,26,3.0,30.666666666666668,115.0,4.666666666666667,0.0,0.0,3.0,0.0,0.0,2,Priority,Long Tenure
A-7920cc,Company_412,Cybersecurity,FR,2023-11-23,ads,Pro,39,False,Active,404,13.3,16,16,0,52089,625068,1335.6153846153845,1,0,0.0625,0.0,16,1.0,62,601,177512,28,32,7.0,32.857142857142854,113.42857142857143,4.333333333333333,0.0,0.0,0.0,0.0,0.0,4,Critical,High Revenue + Long Tenure
A-5a92e7,Company_413,HealthTech,US,2024-06-11,ads,Pro,4,False,Active,203,6.7,19,17,2,12671,152052,3167.75,0,0,0.0,0.0,15,0.7894736842105263,85,885,276337,76,37,7.0,45.0,86.14285714285714,4.4,0.0,0.0,2.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-fdfc91,Company_414,Cybersecurity,US,2023-05-06,ads,Basic,29,False,Active,605,19.9,10,9,1,20612,247344,710.7586206896551,1,0,0.1,0.0,9,0.9,56,564,158143,29,32,5.0,28.8,121.0,3.6666666666666665,0.0,0.0,0.0,0.0,0.0,2,Priority,Long Tenure
A-1e50e0,Company_415,Cybersecurity,DE,2023-02-21,other,Pro,19,True,Churned,679,22.3,5,4,1,13295,159540,699.7368421052631,1,0,0.2,0.0,4,0.8,20,194,62650,15,17,2.0,20.5,143.0,5.0,1.0,0.5,2.0,54.94,0.0,4,Critical,Long Tenure + Support Escalation
A-1e1b80,Company_416,FinTech,CA,2023-09-12,other,Enterprise,50,False,Active,476,15.6,12,12,0,48647,583764,972.94,1,0,0.08333333333333333,0.0,10,0.8333333333333334,68,682,209315,47,34,6.0,43.0,67.5,3.2,0.0,0.0,3.0,0.0,0.0,4,Critical,High Revenue + Long Tenure
A-659280,Company_417,FinTech,IN,2023-11-17,event,Enterprise,13,True,Churned,410,13.5,12,12,0,21450,257400,1650.0,2,0,0.16666666666666666,0.0,3,0.25,60,613,186122,34,30,4.0,8.0,123.75,4.333333333333333,0.0,0.0,2.0,27.75,0.0,2,Priority,Long Tenure
A-f6b2fb,Company_418,DevTools,AU,2024-04-23,event,Basic,23,False,Active,252,8.3,10,8,2,23359,280308,1015.6086956521739,1,1,0.1,0.1,8,0.8,55,524,158412,37,29,5.0,55.0,88.6,4.0,1.0,0.2,1.0,0.0,0.0,2,Priority,Support Escalation
A-cb6cc6,Company_419,DevTools,US,2023-04-03,ads,Basic,13,True,Active,638,21.0,7,7,0,2622,31464,201.69230769230768,2,0,0.2857142857142857,0.0,3,0.42857142857142855,35,314,101719,26,21,3.0,16.333333333333332,131.66666666666666,3.5,0.0,0.0,0.0,0.0,0.0,2,Priority,Long Tenure
A-d62e02,Company_420,Cybersecurity,US,2024-08-20,partner,Pro,6,False,Active,133,4.4,10,10,0,21324,255888,3554.0,1,1,0.1,0.1,8,0.8,34,344,126757,23,25,1.0,36.0,31.0,4.0,0.0,0.0,0.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-d535f6,Company_421,DevTools,US,2024-09-03,organic,Basic,12,True,Churned,119,3.9,9,9,0,7415,88980,617.9166666666666,1,3,0.1111111111111111,0.3333333333333333,8,0.8888888888888888,47,477,146053,29,26,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-39868b,Company_422,FinTech,AU,2024-03-17,partner,Pro,9,False,Active,289,9.5,5,5,0,4194,50328,466.0,1,0,0.2,0.0,2,0.4,28,305,106292,21,22,6.0,39.0,100.83333333333333,4.25,0.0,0.0,2.0,0.0,1.0,0,Monitor,No Major Risk Signal
A-3cc791,Company_423,EdTech,US,2024-01-10,other,Enterprise,6,False,Active,356,11.7,8,8,0,8522,102264,1420.3333333333333,0,0,0.0,0.0,6,0.75,46,447,149032,30,28,6.0,48.333333333333336,95.83333333333333,4.25,1.0,0.16666666666666666,1.0,0.0,1.0,4,Critical,Long Tenure + Support Escalation
A-337bc1,Company_424,Cybersecurity,US,2023-07-19,organic,Pro,30,True,Active,531,17.4,7,7,0,19379,232548,645.9666666666667,2,2,0.2857142857142857,0.2857142857142857,6,0.8571428571428571,43,425,141115,34,27,4.0,32.5,62.75,4.0,1.0,0.25,2.0,0.0,0.0,4,Critical,Long Tenure + Support Escalation
A-58b9ff,Company_425,DevTools,IN,2024-05-31,partner,Enterprise,2,False,Active,214,7.0,13,12,1,22642,271704,11321.0,1,1,0.07692307692307693,0.07692307692307693,8,0.6153846153846154,65,667,200727,32,28,2.0,66.0,79.0,4.0,1.0,0.5,1.0,0.0,0.0,2,Priority,Support Escalation
A-bf7919,Company_426,HealthTech,US,2024-11-27,organic,Pro,3,False,Active,34,1.1,6,5,1,1560,18720,520.0,0,0,0.0,0.0,4,0.6666666666666666,26,262,77458,14,23,2.0,14.5,81.5,5.0,0.0,0.0,2.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-1d5444,Company_427,Cybersecurity,US,2024-01-18,partner,Basic,24,False,Churned,348,11.4,14,14,0,30958,371496,1289.9166666666667,2,0,0.14285714285714285,0.0,10,0.7142857142857143,59,592,182031,35,28,2.0,30.0,62.5,4.0,0.0,0.0,1.0,0.0,0.0,4,Critical,High Revenue + Long Tenure
A-0f3e88,Company_428,HealthTech,US,2023-07-23,other,Basic,7,False,Churned,527,17.3,11,10,1,5624,67488,803.4285714285714,2,0,0.18181818181818182,0.0,8,0.7272727272727273,59,598,176630,28,32,3.0,48.0,67.0,4.5,0.0,0.0,1.0,0.0,0.0,2,Priority,Long Tenure
A-7641d3,Company_429,EdTech,US,2023-02-16,partner,Pro,8,True,Churned,684,22.5,11,11,0,12060,144720,1507.5,0,1,0.0,0.09090909090909091,8,0.7272727272727273,50,519,164755,26,28,5.0,45.2,124.6,4.333333333333333,2.0,0.4,2.0,131.39999999999998,0.0,4,Critical,Long Tenure + Support Escalation
A-cd458b,Company_430,DevTools,US,2024-06-15,other,Basic,10,True,Active,199,6.5,15,14,1,43291,519492,4329.1,0,1,0.0,0.06666666666666667,13,0.8666666666666667,84,864,266624,45,34,5.0,38.4,81.2,4.6,0.0,0.0,1.0,0.0,0.0,2,Priority,High Revenue
A-c16b88,Company_431,HealthTech,US,2023-12-02,event,Enterprise,23,False,Active,395,13.0,9,8,1,20338,244056,884.2608695652174,2,0,0.2222222222222222,0.0,6,0.6666666666666666,48,457,154959,24,28,3.0,48.333333333333336,137.66666666666666,3.0,0.0,0.0,1.0,0.0,0.0,2,Priority,Long Tenure
A-59f724,Company_432,HealthTech,US,2023-11-03,other,Enterprise,3,True,Active,424,13.9,12,12,0,9773,117276,3257.6666666666665,2,0,0.16666666666666666,0.0,9,0.75,68,696,221691,47,33,4.0,19.25,94.5,4.25,0.0,0.0,0.0,0.0,0.0,2,Priority,Long Tenure
A-87aa7b,Company_433,HealthTech,US,2024-05-16,organic,Pro,24,True,Active,229,7.5,16,16,0,22881,274572,953.375,4,2,0.25,0.125,13,0.8125,72,742,210545,35,31,3.0,27.333333333333332,72.66666666666667,0.0,1.0,0.3333333333333333,3.0,136.0,0.0,2,Priority,Support Escalation
A-1e6fc3,Company_434,EdTech,FR,2023-12-06,other,Pro,1,False,Active,391,12.8,4,3,1,444,5328,444.0,0,0,0.0,0.0,4,1.0,26,244,85274,19,19,5.0,23.8,88.6,3.6666666666666665,0.0,0.0,1.0,0.0,0.0,2,Priority,Long Tenure
A-39ddf4,Company_435,EdTech,US,2024-12-05,partner,Enterprise,40,False,Active,26,0.9,9,8,1,35836,430032,895.9,0,0,0.0,0.0,7,0.7777777777777778,46,455,139654,36,27,5.0,23.0,76.2,4.25,0.0,0.0,1.0,0.0,0.0,2,Priority,High Revenue
